material,weight_capacity,fragility,recyclability,co2_score,strength,biodegradability,co2_impact_index,eco_score
Metal,920,Medium,1,1.656,4.6,5,0.0018,4.344
Ceramic,1465,Medium,1,1.758,7.325,5,0.0012000000000000001,4.242
Ceramic,1066,Low,1,1.279,5.33,5,0.0011998123827392118,4.721
Plastic,1755,Low,1,3.686,8.775,2,0.0021002849002849005,-0.6859999999999999
Ceramic,1209,Low,1,1.451,6.045,5,0.0012001654259718776,4.5489999999999995
Metal,1553,Low,1,2.795,7.765,5,0.0017997424339987122,3.205
Glass,527,Low,1,0.79,2.635,6,0.0014990512333965846,6.21
Ceramic,1334,Low,1,1.601,6.67,5,0.0012001499250374813,4.399
Metal,1494,Medium,1,2.689,7.47,5,0.0017998661311914325,3.311
Ceramic,1371,Medium,1,1.645,6.855,5,0.001199854121079504,4.355
Glass,950,Medium,0,1.425,4.75,6,0.0015,4.575
Paper,1909,High,1,1.718,9.545,9,0.0008999476165531692,8.282
Glass,504,Low,1,0.756,2.52,6,0.0015,6.244
Ceramic,1531,Low,1,1.837,7.655,5,0.0011998693664271717,4.163
Paper,1377,Low,1,1.239,6.885,9,0.0008997821350762528,8.761
Paper,1539,Low,1,1.385,7.695,9,0.0008999350227420403,8.615
Ceramic,1000,Low,1,1.2,5.0,5,0.0012,4.8
Bioplastic,137,Low,1,0.096,0.685,7,0.0007007299270072992,7.904
Paper,1179,High,1,1.061,5.895,9,0.0008999151823579305,8.939
Paper,939,Medium,1,0.845,4.695,9,0.0008998935037273695,9.155
Metal,1031,Medium,1,1.856,5.155,5,0.0018001939864209506,4.144
Paper,1670,Low,1,1.503,8.35,9,0.0009,8.497
Plastic,1199,Medium,1,2.518,5.995,2,0.002100083402835696,0.4820000000000002
Ceramic,593,Low,0,0.712,2.965,5,0.0012006745362563237,4.288
Ceramic,502,Low,1,0.602,2.51,5,0.001199203187250996,5.398
Glass,268,High,1,0.402,1.34,6,0.0015,6.598
Metal,388,High,1,0.698,1.94,5,0.0017989690721649484,5.302
Bioplastic,1181,Medium,1,0.827,5.905,7,0.0007002540220152413,7.173
Ceramic,441,Medium,1,0.529,2.205,5,0.0011995464852607711,5.471
Ceramic,1702,Medium,0,2.042,8.51,5,0.001199764982373678,2.958
Paper,1438,High,1,1.294,7.19,9,0.0008998609179415855,8.706
Bioplastic,236,Medium,1,0.165,1.18,7,0.0006991525423728814,7.835
Bioplastic,276,Medium,0,0.193,1.38,7,0.0006992753623188406,6.807
Paper,1722,High,1,1.55,8.61,9,0.000900116144018583,8.45
Bioplastic,1182,Medium,1,0.827,5.91,7,0.0006996615905245346,7.173
Metal,188,Low,0,0.338,0.94,5,0.001797872340425532,4.662
Paper,1657,Low,1,1.491,8.285,9,0.000899818949909475,8.509
Glass,488,Low,0,0.732,2.44,6,0.0015,5.268
Ceramic,671,High,1,0.805,3.355,5,0.0011997019374068555,5.195
Ceramic,1265,High,1,1.518,6.325,5,0.0012000000000000001,4.482
Metal,844,Medium,1,1.519,4.22,5,0.0017997630331753553,4.481
Paper,246,Low,0,0.221,1.23,9,0.0008983739837398374,8.779
Glass,1040,Medium,1,1.56,5.2,6,0.0015,5.4399999999999995
Plastic,1787,Medium,1,3.753,8.935,2,0.0021001678791270286,-0.7530000000000001
Glass,1827,Low,1,2.74,9.135,6,0.0014997263273125343,4.26
Metal,1211,Medium,1,2.18,6.055,5,0.001800165152766309,3.82
Bioplastic,1715,Medium,1,1.2,8.575,7,0.0006997084548104956,6.8
Metal,1889,Low,1,3.4,9.445,5,0.001799894123875066,2.6
Bioplastic,1961,Medium,1,1.373,9.805,7,0.0007001529831718511,6.627
Metal,407,Low,1,0.733,2.035,5,0.001800982800982801,5.267
Glass,1879,Low,1,2.818,9.395,6,0.001499733901011176,4.182
Glass,1522,Low,1,2.283,7.61,6,0.0015,4.7170000000000005
Paper,1521,High,1,1.369,7.605,9,0.0009000657462195923,8.631
Metal,1835,Low,1,3.303,9.175,5,0.0018,2.697
Glass,669,High,1,1.004,3.345,6,0.001500747384155456,5.996
Ceramic,1103,Medium,1,1.324,5.515,5,0.001200362647325476,4.676
Paper,1089,Medium,1,0.98,5.445,9,0.0008999081726354454,9.02
Ceramic,941,Low,1,1.129,4.705,5,0.001199787460148778,4.871
Bioplastic,1882,Low,1,1.317,9.41,7,0.0006997874601487779,6.683
Bioplastic,1110,Medium,0,0.777,5.55,7,0.0007,6.223
Bioplastic,617,Low,1,0.432,3.085,7,0.000700162074554295,7.568
Glass,1344,Medium,1,2.016,6.72,6,0.0015,4.984
Glass,113,Low,1,0.17,0.565,6,0.001504424778761062,6.83
Glass,1554,Medium,1,2.331,7.77,6,0.0015,4.6690000000000005
Paper,1677,High,1,1.509,8.385,9,0.0008998211091234347,8.491
Glass,1493,Low,1,2.24,7.465,6,0.0015003348961821837,4.76
Bioplastic,1952,Medium,0,1.366,9.76,7,0.0006997950819672132,5.634
Glass,1203,Medium,1,1.804,6.015,6,0.0014995843724023275,5.196
Paper,1846,Low,1,1.661,9.23,9,0.000899783315276273,8.339
Paper,335,Medium,1,0.301,1.675,9,0.0008985074626865671,9.699
Paper,1925,Medium,1,1.732,9.625,9,0.0008997402597402597,8.268
Paper,1417,Low,1,1.275,7.085,9,0.000899788285109386,8.725
Ceramic,402,High,1,0.482,2.01,5,0.001199004975124378,5.518
Glass,683,High,1,1.024,3.415,6,0.0014992679355783308,5.976
Plastic,1435,High,1,3.014,7.175,2,0.002100348432055749,-0.01399999999999979
Metal,1756,Medium,1,3.161,8.78,5,0.001800113895216401,2.839
Ceramic,1159,Medium,0,1.391,5.795,5,0.0012001725625539258,3.609
Ceramic,1086,Medium,1,1.303,5.43,5,0.0011998158379373848,4.697
Glass,803,Low,1,1.204,4.015,6,0.0014993773349937733,5.796
Paper,1275,Low,1,1.147,6.375,9,0.000899607843137255,8.853
Paper,1931,Medium,1,1.738,9.655,9,0.0009000517866390471,8.262
Bioplastic,782,Medium,1,0.547,3.91,7,0.0006994884910485935,7.453
Ceramic,1944,High,0,2.333,9.72,5,0.0012001028806584363,2.667
Bioplastic,1755,Medium,1,1.228,8.775,7,0.0006997150997150997,6.772
Plastic,1130,Medium,1,2.373,5.65,2,0.0021000000000000003,0.6269999999999998
Ceramic,1547,High,1,1.856,7.735,5,0.0011997414350355528,4.144
Ceramic,353,Medium,1,0.424,1.765,5,0.0012011331444759207,5.576
Bioplastic,514,High,0,0.36,2.57,7,0.0007003891050583657,6.64
Plastic,1838,Medium,1,3.86,9.19,2,0.002100108813928183,-0.8599999999999999
Bioplastic,1352,Low,1,0.946,6.76,7,0.0006997041420118343,7.054
Plastic,210,Medium,1,0.441,1.05,2,0.0021,2.559
Paper,1366,Medium,1,1.229,6.83,9,0.0008997071742313324,8.771
Plastic,1343,Medium,1,2.82,6.715,2,0.0020997766195085628,0.18000000000000016
Plastic,1954,Low,1,4.103,9.77,2,0.002099795291709314,-1.1029999999999998
Plastic,1862,Low,1,3.91,9.31,2,0.0020998925886143932,-0.9100000000000001
Bioplastic,883,High,1,0.618,4.415,7,0.0006998867497168742,7.382
Ceramic,888,High,0,1.066,4.44,5,0.0012004504504504504,3.934
Plastic,1912,Medium,1,4.015,9.56,2,0.0020998953974895396,-1.0149999999999997
Paper,934,Low,0,0.841,4.67,9,0.0009004282655246253,8.159
Metal,1156,High,1,2.081,5.78,5,0.0018001730103806228,3.919
Paper,1755,Low,1,1.579,8.775,9,0.0008997150997150997,8.421
Bioplastic,561,Low,1,0.393,2.805,7,0.0007005347593582888,7.607
Metal,1506,Low,0,2.711,7.53,5,0.0018001328021248339,2.289
Paper,1134,Medium,1,1.021,5.67,9,0.000900352733686067,8.979
Metal,1561,Medium,0,2.81,7.805,5,0.001800128122998078,2.19
Metal,1584,Low,0,2.851,7.92,5,0.0017998737373737374,2.149
Paper,463,Medium,1,0.417,2.315,9,0.0009006479481641468,9.583
Plastic,506,Medium,1,1.063,2.53,2,0.002100790513833992,1.937
Paper,814,Low,1,0.733,4.07,9,0.0009004914004914005,9.267
Bioplastic,1281,Low,1,0.897,6.405,7,0.0007002341920374708,7.103
Metal,970,High,0,1.746,4.85,5,0.0018,3.254
Glass,420,Low,0,0.63,2.1,6,0.0015,5.37
Plastic,765,Low,1,1.607,3.825,2,0.002100653594771242,1.393
Bioplastic,1078,High,1,0.755,5.39,7,0.0007003710575139146,7.245
Bioplastic,515,Medium,1,0.36,2.575,7,0.0006990291262135922,7.64
Glass,253,High,1,0.38,1.265,6,0.0015019762845849803,6.62
Bioplastic,639,Medium,1,0.447,3.195,7,0.0006995305164319249,7.553
Bioplastic,1409,Medium,1,0.986,7.045,7,0.0006997870830376153,7.014
Paper,546,Low,1,0.491,2.73,9,0.0008992673992673992,9.509
Plastic,801,Medium,1,1.682,4.005,2,0.0020998751560549313,1.318
Metal,951,Low,0,1.712,4.755,5,0.0018002103049421661,3.2880000000000003
Ceramic,934,High,1,1.121,4.67,5,0.0012002141327623127,4.879
Bioplastic,171,Low,0,0.12,0.855,7,0.0007017543859649122,6.88
Plastic,830,Medium,0,1.743,4.15,2,0.0021000000000000003,0.2569999999999999
Glass,1195,Low,0,1.792,5.975,6,0.001499581589958159,4.208
Paper,1277,Low,0,1.149,6.385,9,0.0008997650743931088,7.851
Paper,1940,High,0,1.746,9.7,9,0.0009,7.254
Metal,1998,Low,1,3.596,9.99,5,0.0017997997997997999,2.404
Ceramic,1126,Medium,1,1.351,5.63,5,0.001199822380106572,4.649
Glass,446,High,1,0.669,2.23,6,0.0015,6.3309999999999995
Glass,1713,Low,1,2.57,8.565,6,0.0015002918855808523,4.43
Plastic,1911,Low,0,4.013,9.555,2,0.002099947671376243,-2.013
Metal,1609,Low,1,2.896,8.045,5,0.0017998756991920448,3.104
Paper,414,Low,1,0.373,2.07,9,0.0009009661835748793,9.627
Metal,550,Medium,1,0.99,2.75,5,0.0018,5.01
Bioplastic,1801,Low,1,1.261,9.005,7,0.0007001665741254858,6.739
Bioplastic,1976,Low,1,1.383,9.88,7,0.0006998987854251012,6.617
Glass,218,Low,1,0.327,1.09,6,0.0015,6.673
Metal,372,Medium,1,0.67,1.86,5,0.0018010752688172045,5.33
Plastic,886,Medium,1,1.861,4.43,2,0.002100451467268623,1.139
Bioplastic,193,Low,1,0.135,0.965,7,0.0006994818652849742,7.865
Plastic,154,Medium,1,0.323,0.77,2,0.0020974025974025974,2.677
Bioplastic,1219,High,1,0.853,6.095,7,0.0006997538966365874,7.147
Glass,551,High,1,0.827,2.755,6,0.0015009074410163338,6.173
Plastic,1327,Low,1,2.787,6.635,2,0.002100226073850791,0.21300000000000008
Plastic,384,Medium,1,0.806,1.92,2,0.0020989583333333333,2.194
Paper,365,Medium,1,0.329,1.825,9,0.0009013698630136987,9.671
Plastic,1817,High,1,3.816,9.085,2,0.002100165107319758,-0.8159999999999998
Glass,1822,Medium,1,2.733,9.11,6,0.0015,4.2669999999999995
Plastic,605,Medium,1,1.27,3.025,2,0.0020991735537190083,1.73
Metal,1514,Medium,1,2.725,7.57,5,0.001799867899603699,3.275
Metal,613,Medium,0,1.103,3.065,5,0.001799347471451876,3.8970000000000002
Plastic,459,High,1,0.964,2.295,2,0.0021002178649237473,2.036
Plastic,1748,Low,1,3.671,8.74,2,0.0021001144164759723,-0.6709999999999998
Metal,348,Low,1,0.626,1.74,5,0.0017988505747126436,5.374
Metal,985,Low,1,1.773,4.925,5,0.0018,4.227
Paper,930,High,1,0.837,4.65,9,0.0009,9.163
Bioplastic,493,Low,1,0.345,2.465,7,0.0006997971602434077,7.655
Ceramic,421,Medium,1,0.505,2.105,5,0.0011995249406175773,5.495
Metal,577,Low,1,1.039,2.885,5,0.001800693240901213,4.961
Paper,964,Low,1,0.868,4.82,9,0.0009004149377593361,9.132
Paper,947,Medium,1,0.852,4.735,9,0.0008996832101372756,9.148
Metal,1859,Low,1,3.346,9.295,5,0.0017998924152770306,2.654
Metal,1209,Medium,1,2.176,6.045,5,0.0017998345740281225,3.824
Ceramic,957,Low,1,1.148,4.785,5,0.001199582027168234,4.852
Metal,406,Low,1,0.731,2.03,5,0.0018004926108374385,5.269
Bioplastic,1770,Medium,1,1.239,8.85,7,0.0007000000000000001,6.761
Ceramic,871,Medium,0,1.045,4.355,5,0.0011997703788748564,3.955
Bioplastic,1421,High,1,0.995,7.105,7,0.0007002111189303307,7.005
Glass,1730,Low,0,2.595,8.65,6,0.0015,3.405
Glass,447,Medium,0,0.67,2.235,6,0.001498881431767338,5.33
Plastic,1908,Low,0,4.007,9.54,2,0.002100104821802935,-2.0069999999999997
Metal,1050,Medium,0,1.89,5.25,5,0.0018,3.1100000000000003
Glass,1187,Medium,1,1.78,5.935,6,0.0014995787700084245,5.22
Paper,820,Medium,1,0.738,4.1,9,0.0009,9.262
Bioplastic,152,High,1,0.106,0.76,7,0.0006973684210526315,7.894
Paper,1582,Medium,1,1.424,7.91,9,0.000900126422250316,8.576
Plastic,1802,Medium,1,3.784,9.01,2,0.002099889012208657,-0.7839999999999998
Paper,164,Medium,0,0.148,0.82,9,0.0009024390243902438,8.852
Bioplastic,1339,Medium,1,0.937,6.695,7,0.0006997759522031367,7.063
Glass,797,High,0,1.196,3.985,6,0.0015006273525721456,4.804
Glass,573,High,0,0.86,2.865,6,0.0015008726003490401,5.14
Glass,1714,Low,1,2.571,8.57,6,0.0015,4.429
Glass,1036,Medium,1,1.554,5.18,6,0.0015,5.446
Glass,600,Low,1,0.9,3.0,6,0.0015,6.1
Metal,1776,Low,1,3.197,8.88,5,0.0018001126126126127,2.803
Paper,1681,Low,0,1.513,8.405,9,0.000900059488399762,7.487
Metal,241,High,1,0.434,1.205,5,0.0018008298755186722,5.566
Ceramic,229,High,1,0.275,1.145,5,0.001200873362445415,5.725
Glass,350,Low,1,0.525,1.75,6,0.0015,6.475
Bioplastic,273,High,1,0.191,1.365,7,0.0006996336996336997,7.809
Plastic,1327,Medium,1,2.787,6.635,2,0.002100226073850791,0.21300000000000008
Bioplastic,844,Medium,0,0.591,4.22,7,0.0007002369668246446,6.409
Metal,233,Low,0,0.419,1.165,5,0.001798283261802575,4.581
Bioplastic,1056,Low,1,0.739,5.28,7,0.000699810606060606,7.261
Paper,1686,High,1,1.517,8.43,9,0.0008997627520759193,8.483
Bioplastic,362,Low,1,0.253,1.81,7,0.0006988950276243094,7.747
Ceramic,517,Medium,1,0.62,2.585,5,0.0011992263056092843,5.38
Metal,1077,Medium,1,1.939,5.385,5,0.0018003714020427112,4.061
Paper,709,Medium,0,0.638,3.545,9,0.0008998589562764457,8.362
Paper,1284,High,1,1.156,6.42,9,0.0009003115264797507,8.844
Glass,1752,High,1,2.628,8.76,6,0.0015,4.372
Ceramic,396,Low,1,0.475,1.98,5,0.0011994949494949494,5.525
Bioplastic,1319,Low,0,0.923,6.595,7,0.0006997725549658832,6.077
Glass,1272,Low,1,1.908,6.36,6,0.0015,5.0920000000000005
Bioplastic,767,Medium,1,0.537,3.835,7,0.0007001303780964799,7.463
Ceramic,537,Medium,1,0.644,2.685,5,0.0011992551210428305,5.356
Bioplastic,663,Medium,1,0.464,3.315,7,0.0006998491704374057,7.536
Glass,1211,Low,0,1.817,6.055,6,0.001500412881915772,4.183
Metal,668,Low,1,1.202,3.34,5,0.0017994011976047903,4.798
Glass,1070,Medium,0,1.605,5.35,6,0.0015,4.395
Bioplastic,1556,Low,1,1.089,7.78,7,0.0006998714652956298,6.911
Plastic,574,Low,0,1.205,2.87,2,0.0020993031358885017,0.7949999999999999
Ceramic,929,Low,1,1.115,4.645,5,0.00120021528525296,4.885
Paper,1461,Low,1,1.315,7.305,9,0.0009000684462696783,8.685
Metal,1371,Low,0,2.468,6.855,5,0.001800145878920496,2.532
Bioplastic,1785,Low,1,1.25,8.925,7,0.0007002801120448179,6.75
Paper,348,High,1,0.313,1.74,9,0.0008994252873563218,9.687
Metal,1583,Low,1,2.849,7.915,5,0.001799747315224258,3.151
Plastic,834,Medium,1,1.751,4.17,2,0.0020995203836930453,1.249
Bioplastic,774,Medium,1,0.542,3.87,7,0.0007002583979328166,7.458
Bioplastic,575,Low,1,0.403,2.875,7,0.0007008695652173914,7.5969999999999995
Glass,1594,High,1,2.391,7.97,6,0.0015,4.609
Plastic,1141,Low,1,2.396,5.705,2,0.002099912357581069,0.6040000000000001
Plastic,985,Medium,0,2.068,4.925,2,0.002099492385786802,-0.06800000000000006
Glass,606,Low,1,0.909,3.03,6,0.0015,6.091
Metal,1192,Low,0,2.146,5.96,5,0.0018003355704697985,2.854
Glass,1444,Low,0,2.166,7.22,6,0.0015,3.834
Glass,1725,Low,1,2.587,8.625,6,0.0014997101449275364,4.413
Plastic,191,Medium,0,0.401,0.955,2,0.002099476439790576,1.599
Glass,1816,Medium,0,2.724,9.08,6,0.0015,3.276
Ceramic,1190,Medium,1,1.428,5.95,5,0.0012,4.572
Bioplastic,1837,High,1,1.286,9.185,7,0.0007000544365813827,6.714
Metal,516,Low,1,0.929,2.58,5,0.001800387596899225,5.071
Ceramic,1738,Medium,1,2.086,8.69,5,0.001200230149597238,3.914
Ceramic,327,Low,1,0.392,1.635,5,0.001198776758409786,5.608
Bioplastic,863,High,1,0.604,4.315,7,0.0006998841251448435,7.396
Plastic,1006,Low,1,2.113,5.03,2,0.002100397614314115,0.887
Bioplastic,747,Low,1,0.523,3.735,7,0.0007001338688085677,7.477
Paper,1773,High,1,1.596,8.865,9,0.0009001692047377327,8.404
Ceramic,1253,Low,1,1.504,6.265,5,0.001200319233838787,4.496
Bioplastic,223,Medium,0,0.156,1.115,7,0.0006995515695067265,6.844
Bioplastic,1106,Low,1,0.774,5.53,7,0.0006998191681735986,7.226
Ceramic,1904,Low,1,2.285,9.52,5,0.0012001050420168068,3.715
Metal,1824,High,0,3.283,9.12,5,0.001799890350877193,1.717
Bioplastic,362,High,1,0.253,1.81,7,0.0006988950276243094,7.747
Bioplastic,819,Medium,1,0.573,4.095,7,0.0006996336996336996,7.427
Ceramic,473,Low,1,0.568,2.365,5,0.001200845665961945,5.432
Bioplastic,1414,Medium,1,0.99,7.07,7,0.0007001414427157001,7.01
Metal,1265,Medium,1,2.277,6.325,5,0.0018000000000000002,3.723
Ceramic,112,Medium,1,0.134,0.56,5,0.0011964285714285716,5.866
Plastic,1278,Low,1,2.684,6.39,2,0.0021001564945226916,0.31599999999999984
Plastic,645,Low,0,1.355,3.225,2,0.0021007751937984495,0.645
Bioplastic,1207,Low,1,0.845,6.035,7,0.000700082850041425,7.155
Bioplastic,1950,Medium,1,1.365,9.75,7,0.0007,6.635
Metal,1287,Medium,1,2.317,6.435,5,0.0018003108003108005,3.683
Paper,1522,High,0,1.37,7.61,9,0.0009001314060446781,7.63
Ceramic,1891,Medium,1,2.269,9.455,5,0.0011998942358540455,3.731
Metal,797,Medium,1,1.435,3.985,5,0.0018005018820577165,4.5649999999999995
Bioplastic,1210,Low,1,0.847,6.05,7,0.0007,7.1530000000000005
Plastic,171,High,1,0.359,0.855,2,0.0020994152046783627,2.641
Metal,432,Low,1,0.778,2.16,5,0.001800925925925926,5.2219999999999995
Glass,1162,Medium,0,1.743,5.81,6,0.0015,4.257
Bioplastic,925,High,1,0.647,4.625,7,0.0006994594594594595,7.353
Bioplastic,1778,Low,1,1.245,8.89,7,0.0007002249718785152,6.755
Bioplastic,1231,Medium,0,0.862,6.155,7,0.0007002437043054428,6.138
Glass,1175,Medium,1,1.762,5.875,6,0.0014995744680851063,5.2379999999999995
Plastic,1540,Medium,0,3.234,7.7,2,0.0021,-1.234
Glass,267,Medium,1,0.401,1.335,6,0.00150187265917603,6.599
Ceramic,383,Low,1,0.46,1.915,5,0.0012010443864229766,5.54
Glass,1850,High,1,2.775,9.25,6,0.0015,4.225
Glass,530,Low,0,0.795,2.65,6,0.0015,5.205
Ceramic,230,Medium,1,0.276,1.15,5,0.0012000000000000001,5.724
Metal,706,Medium,1,1.271,3.53,5,0.00180028328611898,4.729
Glass,296,Low,1,0.444,1.48,6,0.0015,6.556
Glass,1092,Medium,1,1.638,5.46,6,0.0014999999999999998,5.362
Ceramic,483,Medium,1,0.58,2.415,5,0.0012008281573498965,5.42
Glass,1781,Medium,1,2.671,8.905,6,0.0014997192588433463,4.329000000000001
Paper,1275,High,1,1.147,6.375,9,0.000899607843137255,8.853
Metal,544,Low,1,0.979,2.72,5,0.0017996323529411765,5.021
Bioplastic,1870,Medium,1,1.309,9.35,7,0.0007,6.691
Glass,218,Low,1,0.327,1.09,6,0.0015,6.673
Paper,1356,Low,1,1.22,6.78,9,0.0008997050147492626,8.78
Bioplastic,1633,Low,1,1.143,8.165,7,0.0006999387630128598,6.857
Metal,1795,Medium,1,3.231,8.975,5,0.0018,2.769
Ceramic,1338,Medium,0,1.606,6.69,5,0.0012002989536621825,3.394
Metal,1786,Low,0,3.215,8.93,5,0.0018001119820828667,1.7850000000000001
Paper,1829,Low,1,1.646,9.145,9,0.0008999453253143794,8.354
Ceramic,1632,Medium,0,1.958,8.16,5,0.0011997549019607842,3.042
Ceramic,150,Low,1,0.18,0.75,5,0.0012,5.82
Ceramic,1104,Medium,1,1.325,5.52,5,0.0012001811594202897,4.675
Paper,200,High,0,0.18,1.0,9,0.0009,8.82
Ceramic,135,Medium,1,0.162,0.675,5,0.0012000000000000001,5.838
Plastic,1695,Low,1,3.559,8.475,2,0.0020997050147492625,-0.5590000000000002
Bioplastic,1857,Medium,1,1.3,9.285,7,0.0007000538502961766,6.7
Paper,862,Low,1,0.776,4.31,9,0.000900232018561485,9.224
Metal,1610,Low,1,2.898,8.05,5,0.0018000000000000002,3.102
Metal,724,Low,1,1.303,3.62,5,0.0017997237569060773,4.697
Paper,580,Low,0,0.522,2.9,9,0.0009000000000000001,8.478
Metal,1805,Medium,1,3.249,9.025,5,0.0018000000000000002,2.751
Ceramic,957,High,1,1.148,4.785,5,0.001199582027168234,4.852
Paper,1556,High,0,1.4,7.78,9,0.0008997429305912596,7.6
Metal,227,Medium,0,0.409,1.135,5,0.0018017621145374448,4.591
Glass,1955,High,0,2.933,9.775,6,0.0015002557544757033,3.067
Bioplastic,683,Medium,0,0.478,3.415,7,0.0006998535871156662,6.522
Ceramic,250,Low,1,0.3,1.25,5,0.0012,5.7
Plastic,900,Medium,1,1.89,4.5,2,0.0021,1.11
Plastic,660,Medium,1,1.386,3.3,2,0.0021,1.614
Metal,235,Low,1,0.423,1.175,5,0.0018,5.577
Glass,1263,Low,1,1.895,6.315,6,0.0015003958828186856,5.105
Plastic,756,High,1,1.588,3.78,2,0.0021005291005291005,1.412
Paper,1134,Low,1,1.021,5.67,9,0.000900352733686067,8.979
Plastic,1827,High,1,3.837,9.135,2,0.0021001642036124796,-0.8370000000000002
Paper,871,Medium,1,0.784,4.355,9,0.0009001148105625717,9.216
Ceramic,1757,Low,1,2.108,8.785,5,0.0011997723392145703,3.892
Plastic,204,Low,1,0.428,1.02,2,0.0020980392156862743,2.572
Plastic,1597,Medium,1,3.354,7.985,2,0.002100187852222918,-0.3540000000000001
Paper,122,High,1,0.11,0.61,9,0.0009016393442622951,9.89
Ceramic,1635,High,0,1.962,8.175,5,0.0012,3.0380000000000003
Ceramic,276,High,1,0.331,1.38,5,0.0011992753623188406,5.669
Bioplastic,721,High,0,0.505,3.605,7,0.0007004160887656033,6.495
Bioplastic,1878,Low,1,1.315,9.39,7,0.0007002129925452609,6.6850000000000005
Ceramic,368,Medium,0,0.442,1.84,5,0.001201086956521739,4.558
Metal,1484,Medium,1,2.671,7.42,5,0.001799865229110512,3.329
Bioplastic,1975,Medium,1,1.383,9.875,7,0.000700253164556962,6.617
Plastic,937,Medium,1,1.968,4.685,2,0.0021003201707577375,1.032
Plastic,1332,Medium,0,2.797,6.66,2,0.0020998498498498498,-0.7970000000000002
Bioplastic,136,High,1,0.095,0.68,7,0.0006985294117647059,7.905
Ceramic,1693,Medium,1,2.032,8.465,5,0.0012002362669816893,3.968
Ceramic,1333,Low,0,1.6,6.665,5,0.0012003000750187547,3.4
Metal,1873,Medium,1,3.371,9.365,5,0.001799786438868126,2.629
Ceramic,1981,Low,1,2.377,9.905,5,0.0011998990408884401,3.623
Paper,1538,Low,1,1.384,7.69,9,0.0008998699609882964,8.616
Plastic,379,High,1,0.796,1.895,2,0.002100263852242744,2.2039999999999997
Metal,146,Medium,1,0.263,0.73,5,0.0018013698630136986,5.737
Bioplastic,1483,Low,1,1.038,7.415,7,0.0006999325691166555,6.962
Paper,366,Low,1,0.329,1.83,9,0.0008989071038251366,9.671
Metal,555,Medium,1,0.999,2.775,5,0.0018,5.001
Metal,427,Low,1,0.769,2.135,5,0.0018009367681498828,5.231
Plastic,697,Low,0,1.464,3.485,2,0.0021004304160688663,0.536
Metal,919,High,1,1.654,4.595,5,0.0017997823721436343,4.346
Metal,1572,High,1,2.83,7.86,5,0.0018002544529262087,3.17
Paper,193,Low,1,0.174,0.965,9,0.0009015544041450777,9.826
Ceramic,1141,Medium,0,1.369,5.705,5,0.0011998247151621384,3.6310000000000002
Bioplastic,1185,Medium,0,0.83,5.925,7,0.00070042194092827,6.17
Metal,1322,Medium,1,2.38,6.61,5,0.0018003025718608169,3.62
Metal,773,Medium,1,1.391,3.865,5,0.0017994825355756791,4.609
Plastic,1271,Medium,0,2.669,6.355,2,0.002099921321793863,-0.669
Paper,924,Medium,1,0.832,4.62,9,0.0009004329004329004,9.168
Ceramic,1390,Medium,0,1.668,6.95,5,0.0012,3.332
Plastic,820,Low,1,1.722,4.1,2,0.0021,1.278
Glass,1516,Medium,1,2.274,7.58,6,0.0015,4.726
Bioplastic,1524,Low,1,1.067,7.62,7,0.0007001312335958005,6.933
Plastic,334,Low,0,0.701,1.67,2,0.0020988023952095806,1.299
Bioplastic,384,Medium,0,0.269,1.92,7,0.0007005208333333334,6.731
Plastic,533,Medium,1,1.119,2.665,2,0.002099437148217636,1.881
Ceramic,1384,Medium,0,1.661,6.92,5,0.0012001445086705202,3.339
Metal,1741,Low,0,3.134,8.705,5,0.0018001148765077542,1.866
Plastic,862,Low,1,1.81,4.31,2,0.0020997679814385153,1.19
Plastic,1818,Low,1,3.818,9.09,2,0.0021001100110011003,-0.8180000000000001
Glass,225,High,1,0.338,1.125,6,0.0015022222222222223,6.662
Glass,1433,Medium,1,2.15,7.165,6,0.0015003489183531052,4.85
Ceramic,1326,Medium,1,1.591,6.63,5,0.0011998491704374057,4.409
Glass,1206,High,1,1.809,6.03,6,0.0015,5.191
Metal,1869,High,1,3.364,9.345,5,0.0017998929909042267,2.636
Plastic,1142,Medium,1,2.398,5.71,2,0.0020998248686514885,0.6019999999999999
Metal,419,Medium,1,0.754,2.095,5,0.0017995226730310263,5.246
Metal,786,Low,0,1.415,3.93,5,0.0018002544529262087,3.585
Paper,1421,High,1,1.279,7.105,9,0.0009000703729767768,8.721
Ceramic,884,High,1,1.061,4.42,5,0.0012002262443438912,4.939
Plastic,1696,Low,1,3.562,8.48,2,0.002100235849056604,-0.5619999999999998
Metal,199,Low,1,0.358,0.995,5,0.0017989949748743717,5.642
Bioplastic,772,High,0,0.54,3.86,7,0.0006994818652849742,6.46
Metal,1574,Medium,1,2.833,7.87,5,0.0017998729351969506,3.167
Paper,129,Low,1,0.116,0.645,9,0.0008992248062015504,9.884
Ceramic,1452,Low,1,1.742,7.26,5,0.001199724517906336,4.258
Plastic,550,Low,1,1.155,2.75,2,0.0021,1.845
Metal,310,Low,0,0.558,1.55,5,0.0018000000000000002,4.442
Bioplastic,1392,Medium,1,0.974,6.96,7,0.0006997126436781609,7.026
Bioplastic,1790,High,1,1.253,8.95,7,0.0007,6.747
Glass,1163,Medium,0,1.744,5.815,6,0.0014995700773860704,4.256
Ceramic,1945,Medium,0,2.334,9.725,5,0.0012000000000000001,2.666
